shipment_id,order_id,shipment_date,delivery_date,carrier,shipment_status
S000531,O000800,2024-07-27 13:38:24.734220266,2024-07-29 13:38:24.734220266,DHL,IN_TRANSIT
S000532,O000627,2023-09-01 07:36:19.893157244,2023-09-05 07:36:19.893157244,DHL,DELIVERED
S000533,O001357,2023-10-02 19:13:01.850504637,2023-10-11 19:13:01.850504637,DHL,DELIVERED
S000534,O001490,2023-02-13 09:11:09.855737448,2023-02-20 09:11:09.855737448,FEDEX,IN_TRANSIT
S000535,O000424,2023-04-26 06:42:16.358360291,2023-05-01 06:42:16.358360291,DHL,DELIVERED
S000536,O001337,2023-08-16 08:37:41.049592018,2023-08-25 08:37:41.049592018,UPS,DELIVERED
S000537,O000523,2023-10-11 03:26:49.785348654,2023-10-16 03:26:49.785348654,FEDEX,DELIVERED
S000538,O001448,2024-03-28 13:59:12.363009930,2024-04-06 13:59:12.363009930,UPS,DELIVERED
S000539,O000175,2023-09-13 17:49:22.003669977,2023-09-22 17:49:22.003669977,UPS,IN_TRANSIT
S000540,O000898,2024-11-27 20:36:03.608551502,2024-11-29 20:36:03.608551502,DHL,IN_TRANSIT
S000541,O000987,2023-09-08 05:45:16.412134409,,DHL,DELIVERED
S000542,O000374,2024-11-18 08:45:02.543895006,2024-11-28 08:45:02.543895006,FEDEX,DELIVERED
S000543,O000632,2024-06-16 19:08:30.487028360,2024-06-21 19:08:30.487028360,FEDEX,DELIVERED
S000544,O000237,2024-10-18 22:12:17.694746733,2024-10-25 22:12:17.694746733,UPS,DELIVERED
S000545,O001010,2024-05-28 07:18:49.967715740,2024-06-01 07:18:49.967715740,DHL,DELIVERED
S000546,O000968,2024-02-20 01:35:32.383014679,2024-02-21 01:35:32.383014679,DHL,DELIVERED
S000547,O000443,2024-01-07 15:07:49.346661329,2024-01-12 15:07:49.346661329,UPS,CANCELLED
S000548,O001062,2023-08-01 16:14:41.166305780,2023-08-02 16:14:41.166305780,DHL,DELIVERED
S000549,O000784,2023-08-06 16:00:29.672389984,2023-08-07 16:00:29.672389984,FEDEX,DELIVERED
S000550,O001020,2023-06-12 22:33:58.992984295,2023-06-16 22:33:58.992984295,UPS,DELIVERED
S000551,O000887,2023-10-09 10:40:31.161735058,2023-10-17 10:40:31.161735058,DHL,DELIVERED
S000552,O000846,2023-04-03 16:34:01.565897465,,UPS,DELIVERED
S000553,O000842,2023-10-10 22:50:26.689298630,2023-10-18 22:50:26.689298630,DHL,DELIVERED
S000554,O000635,2024-08-31 15:11:25.607785702,2024-09-09 15:11:25.607785702,DHL,DELIVERED
S000555,O000156,2024-09-27 07:31:15.076964140,2024-10-01 07:31:15.076964140,DHL,DELIVERED
S000556,O000729,2024-04-14 06:23:17.281037569,2024-04-20 06:23:17.281037569,FEDEX,DELIVERED
S000557,O001218,2023-07-07 11:18:27.740485191,2023-07-15 11:18:27.740485191,UPS,DELIVERED
S000558,O000813,2023-06-25 10:55:22.309438944,2023-06-30 10:55:22.309438944,FEDEX,DELIVERED
S000559,O001185,2023-07-22 21:18:51.853857756,2023-07-25 21:18:51.853857756,FEDEX,DELIVERED
S000560,O000640,2024-01-01 00:41:14.063572168,,UPS,DELIVERED
S000561,O001150,2024-12-13 19:18:26.178947687,2024-12-23 19:18:26.178947687,UPS,DELIVERED
S000562,O001263,2023-03-21 16:54:43.962066889,2023-03-26 16:54:43.962066889,DHL,DELIVERED
S000563,O001065,2024-01-01 08:58:18.820002317,2024-01-06 08:58:18.820002317,DHL,DELIVERED
S000564,O000186,2024-05-13 00:55:16.364267349,2024-05-22 00:55:16.364267349,UPS,DELIVERED
S000565,O000461,2023-06-29 07:58:44.300928831,2023-07-09 07:58:44.300928831,DHL,DELIVERED
S000566,O001413,2024-12-08 10:50:49.488878727,2024-12-15 10:50:49.488878727,DHL,DELIVERED
S000567,O001285,2023-09-12 18:51:38.480633020,2023-09-16 18:51:38.480633020,UPS,DELIVERED
S000568,O001430,2024-11-11 14:52:13.131618738,2024-11-13 14:52:13.131618738,FEDEX,DELIVERED
S000569,O000546,2024-03-12 01:40:01.701822758,2024-03-13 01:40:01.701822758,UPS,CANCELLED
S000570,O001473,2023-01-03 23:28:17.977603436,,UPS,DELIVERED
S000571,O000699,2023-08-16 02:41:04.774219751,2023-08-20 02:41:04.774219751,FEDEX,IN_TRANSIT
S000572,O001425,2023-01-16 17:31:56.119903564,2023-01-25 17:31:56.119903564,DHL,DELIVERED
S000573,O000307,2023-10-06 11:27:17.245476961,2023-10-09 11:27:17.245476961,FEDEX,DELIVERED
S000574,O000945,2024-11-11 17:59:46.432249308,,FEDEX,CANCELLED
S000575,O000137,2024-07-22 16:22:41.508300781,2024-07-23 16:22:41.508300781,UPS,IN_TRANSIT
S000576,O001226,2024-03-28 16:42:53.753859758,2024-04-01 16:42:53.753859758,DHL,DELIVERED
S000577,O000893,2024-01-29 03:25:54.514777184,2024-02-05 03:25:54.514777184,DHL,DELIVERED
S000578,O000655,2023-09-29 23:38:07.059358358,2023-10-01 23:38:07.059358358,FEDEX,DELIVERED
S000579,O000621,2023-06-04 10:10:32.155861378,2023-06-05 10:10:32.155861378,UPS,IN_TRANSIT
S000580,O000157,2023-02-15 15:26:11.616336107,2023-02-25 15:26:11.616336107,FEDEX,DELIVERED
S000581,O001279,2023-05-19 19:22:10.563672543,,DHL,DELIVERED
S000582,O000181,2023-09-14 14:37:54.657993555,2023-09-20 14:37:54.657993555,DHL,DELIVERED
S000583,O000409,2024-01-15 14:14:39.708060026,2024-01-24 14:14:39.708060026,UPS,DELIVERED
S000584,O000853,2023-05-30 05:09:22.507563114,2023-06-01 05:09:22.507563114,UPS,IN_TRANSIT
S000585,O000977,2024-12-12 06:14:12.864330530,2024-12-20 06:14:12.864330530,FEDEX,IN_TRANSIT
S000586,O001052,2023-02-26 02:24:52.453059196,2023-03-02 02:24:52.453059196,UPS,DELIVERED
S000587,O000871,2023-03-11 04:45:08.636978388,2023-03-14 04:45:08.636978388,FEDEX,DELIVERED
S000588,O000612,2024-05-13 07:11:36.171038628,2024-05-15 07:11:36.171038628,UPS,IN_TRANSIT
S000589,O001223,2024-07-05 04:40:43.866363049,2024-07-06 04:40:43.866363049,FEDEX,DELIVERED
S000590,O000069,2024-12-10 21:20:59.056706190,2024-12-17 21:20:59.056706190,DHL,DELIVERED
S000591,O000602,2024-01-23 05:22:57.936797857,2024-01-24 05:22:57.936797857,DHL,DELIVERED
S000592,O000017,2023-05-02 03:09:44.723358631,2023-05-06 03:09:44.723358631,DHL,DELIVERED
S000593,O000849,2024-11-15 16:30:55.035328627,2024-11-22 16:30:55.035328627,DHL,CANCELLED
S000594,O000879,2024-12-16 13:42:23.661078691,2024-12-21 13:42:23.661078691,DHL,DELIVERED
S000595,O000835,2024-11-05 03:57:49.185245514,2024-11-09 03:57:49.185245514,DHL,DELIVERED
S000596,O000546,2024-09-28 07:24:58.490653992,2024-09-29 07:24:58.490653992,UPS,IN_TRANSIT
S000597,O000060,2023-02-26 15:05:53.924338102,2023-03-04 15:05:53.924338102,UPS,DELIVERED
S000598,O000184,2024-09-16 01:22:37.158146620,2024-09-26 01:22:37.158146620,UPS,DELIVERED
S000599,O000838,2024-11-26 20:32:06.974149942,2024-11-30 20:32:06.974149942,FEDEX,IN_TRANSIT
S000600,O001389,2024-02-08 04:32:58.746507645,2024-02-17 04:32:58.746507645,UPS,DELIVERED
S000601,O001022,2024-07-17 23:44:18.602379322,,UPS,DELIVERED
S000602,O001458,2024-04-27 10:53:29.846537113,2024-04-29 10:53:29.846537113,FEDEX,DELIVERED
S000603,O001223,2023-07-30 06:46:41.943233252,2023-08-07 06:46:41.943233252,FEDEX,DELIVERED
S000604,O000753,2024-03-04 21:20:49.416304111,2024-03-09 21:20:49.416304111,DHL,IN_TRANSIT
S000605,O001256,2024-10-11 05:49:22.349892855,2024-10-17 05:49:22.349892855,UPS,DELIVERED
S000606,O000723,2023-12-29 08:40:12.415422916,2023-12-30 08:40:12.415422916,UPS,IN_TRANSIT
S000607,O001392,2024-03-06 19:20:47.063387156,2024-03-14 19:20:47.063387156,FEDEX,DELIVERED
S000608,O001454,2024-01-23 23:14:40.061545849,2024-01-27 23:14:40.061545849,DHL,CANCELLED
S000609,O001143,2023-07-26 03:44:00.421332359,,UPS,DELIVERED
S000610,O000330,2024-04-14 20:58:39.576705933,2024-04-15 20:58:39.576705933,FEDEX,DELIVERED
S000611,O001239,2024-01-07 21:54:54.139201641,,FEDEX,CANCELLED
S000612,O001346,2023-06-19 18:12:20.982559204,2023-06-25 18:12:20.982559204,UPS,DELIVERED
S000613,O001173,2024-10-15 15:01:30.823105097,2024-10-19 15:01:30.823105097,FEDEX,DELIVERED
S000614,O001432,2024-11-24 12:48:08.315128803,,FEDEX,CANCELLED
S000615,O001401,2023-02-10 10:07:44.113932133,2023-02-20 10:07:44.113932133,UPS,CANCELLED
S000616,O000781,2024-03-30 07:33:00.788928270,2024-04-04 07:33:00.788928270,DHL,IN_TRANSIT
S000617,O001344,2023-10-30 23:36:01.775145054,2023-11-03 23:36:01.775145054,UPS,DELIVERED
S000618,O001029,2024-01-19 22:43:10.258713244,2024-01-29 22:43:10.258713244,DHL,DELIVERED
S000619,O000402,2023-09-30 21:29:48.464079380,2023-10-03 21:29:48.464079380,FEDEX,DELIVERED
S000620,O000628,2023-12-13 06:45:38.276859283,,UPS,DELIVERED
S000621,O000203,2023-08-25 02:33:45.073242426,,UPS,DELIVERED
S000622,O001061,2023-03-27 20:24:33.943444014,2023-03-30 20:24:33.943444014,DHL,DELIVERED
S000623,O000054,2023-08-09 11:36:42.457170725,2023-08-17 11:36:42.457170725,FEDEX,DELIVERED
S000624,O000288,2024-05-04 08:13:16.533928871,2024-05-13 08:13:16.533928871,UPS,DELIVERED
S000625,O001308,2023-02-06 18:41:03.389137268,2023-02-08 18:41:03.389137268,UPS,DELIVERED
S000626,O001069,2023-10-07 09:28:17.058238029,2023-10-16 09:28:17.058238029,FEDEX,DELIVERED
S000627,O000284,2023-01-31 21:04:53.062802791,2023-02-01 21:04:53.062802791,DHL,IN_TRANSIT
S000628,O000833,2023-09-18 01:47:06.089299679,2023-09-19 01:47:06.089299679,UPS,DELIVERED
S000629,O000582,2023-03-05 22:57:24.606900930,2023-03-14 22:57:24.606900930,FEDEX,DELIVERED
S000630,O000042,2023-09-05 22:29:40.219888926,2023-09-15 22:29:40.219888926,UPS,DELIVERED
S000631,O001441,2024-09-03 19:17:47.077707767,2024-09-09 19:17:47.077707767,UPS,DELIVERED
S000632,O000272,2024-03-23 18:55:13.623216629,2024-03-28 18:55:13.623216629,UPS,DELIVERED
S000633,O001165,2024-05-13 01:47:53.929027796,2024-05-18 01:47:53.929027796,DHL,DELIVERED
S000634,O000917,2024-01-03 18:34:41.655971766,2024-01-07 18:34:41.655971766,FEDEX,DELIVERED
S000635,O000571,2024-11-04 08:07:38.669853449,2024-11-09 08:07:38.669853449,UPS,CANCELLED
S000636,O000752,2024-01-31 01:05:57.628793955,2024-02-05 01:05:57.628793955,UPS,DELIVERED
S000637,O000047,2023-03-18 03:13:56.726769924,2023-03-22 03:13:56.726769924,UPS,DELIVERED
S000638,O001191,2024-11-12 03:57:56.239995241,,DHL,DELIVERED
S000639,O000126,2023-04-08 03:16:12.742384195,2023-04-15 03:16:12.742384195,UPS,IN_TRANSIT
S000640,O000472,2024-12-30 09:27:51.798834562,2025-01-07 09:27:51.798834562,FEDEX,DELIVERED
S000641,O000811,2023-11-14 19:55:56.161246538,2023-11-20 19:55:56.161246538,DHL,IN_TRANSIT
S000642,O000621,2023-02-23 15:27:55.380005360,2023-02-25 15:27:55.380005360,FEDEX,IN_TRANSIT
S000643,O000677,2024-09-22 19:04:07.995392084,2024-09-25 19:04:07.995392084,UPS,DELIVERED
S000644,O000370,2023-03-09 19:18:30.363186121,2023-03-18 19:18:30.363186121,UPS,DELIVERED
S000645,O000771,2023-05-08 08:03:15.350857019,2023-05-10 08:03:15.350857019,DHL,DELIVERED
S000646,O000588,2023-11-01 15:55:13.265915632,2023-11-07 15:55:13.265915632,UPS,DELIVERED
S000647,O000007,2024-05-08 14:47:00.483134270,,FEDEX,DELIVERED
S000648,O000698,2023-03-30 10:22:23.115258455,2023-04-02 10:22:23.115258455,FEDEX,IN_TRANSIT
S000649,O001300,2024-03-30 12:23:35.599584579,2024-04-05 12:23:35.599584579,FEDEX,DELIVERED
S000650,O000065,2024-07-23 16:22:09.885704279,,UPS,DELIVERED
S000651,O000202,2023-04-01 03:39:06.280727386,,UPS,DELIVERED
S000652,O000142,2024-04-17 17:26:13.639546633,2024-04-18 17:26:13.639546633,DHL,DELIVERED
S000653,O001122,2024-11-30 23:30:19.599563599,2024-12-06 23:30:19.599563599,DHL,IN_TRANSIT
S000654,O000817,2024-12-07 04:45:39.719582081,2024-12-09 04:45:39.719582081,FEDEX,DELIVERED
S000655,O000217,2023-04-29 00:19:43.745014668,2023-05-02 00:19:43.745014668,FEDEX,DELIVERED
S000656,O000991,2024-07-08 14:00:56.147665262,2024-07-10 14:00:56.147665262,DHL,DELIVERED
S000657,O001317,2024-09-10 01:00:00.924416304,2024-09-17 01:00:00.924416304,DHL,IN_TRANSIT
S000658,O001158,2024-10-10 22:38:09.350851774,2024-10-16 22:38:09.350851774,FEDEX,DELIVERED
S000659,O000262,2023-08-25 06:53:54.431264877,2023-08-28 06:53:54.431264877,DHL,DELIVERED
S000660,O000284,2023-07-17 04:28:30.844722509,2023-07-18 04:28:30.844722509,UPS,CANCELLED
S000661,O000102,2023-02-04 22:31:33.101667881,2023-02-14 22:31:33.101667881,UPS,IN_TRANSIT
S000662,O000377,2023-10-19 14:44:44.163638592,,DHL,DELIVERED
S000663,O000206,2023-04-01 11:43:01.145295143,2023-04-10 11:43:01.145295143,DHL,DELIVERED
S000664,O001037,2024-07-27 23:13:41.382326365,2024-08-04 23:13:41.382326365,UPS,CANCELLED
S000665,O000761,2023-04-15 08:46:27.620893955,2023-04-19 08:46:27.620893955,UPS,IN_TRANSIT
S000666,O001147,2024-08-20 19:13:18.224870682,2024-08-25 19:13:18.224870682,FEDEX,DELIVERED
S000667,O000010,2023-03-20 13:23:22.549332857,2023-03-24 13:23:22.549332857,DHL,DELIVERED
S000668,O001191,2023-12-17 20:22:59.507958174,2023-12-27 20:22:59.507958174,UPS,DELIVERED
S000669,O000151,2023-10-08 18:47:31.922037125,2023-10-12 18:47:31.922037125,DHL,DELIVERED
S000670,O001061,2024-03-15 03:02:49.583401203,2024-03-19 03:02:49.583401203,UPS,DELIVERED
S000671,O000776,2024-01-14 16:52:58.542323112,2024-01-24 16:52:58.542323112,UPS,DELIVERED
S000672,O001498,2024-03-12 23:56:12.257654190,2024-03-22 23:56:12.257654190,DHL,IN_TRANSIT
S000673,O001468,2023-01-01 16:53:01.553190708,2023-01-11 16:53:01.553190708,FEDEX,DELIVERED
S000674,O001366,2023-04-04 01:51:48.151591063,2023-04-06 01:51:48.151591063,UPS,IN_TRANSIT
S000675,O001029,2024-01-13 11:56:44.292641878,2024-01-17 11:56:44.292641878,DHL,DELIVERED
S000676,O000890,2023-06-17 15:45:00.491723776,2023-06-23 15:45:00.491723776,UPS,DELIVERED
S000677,O001250,2023-02-25 17:04:35.579660177,2023-02-28 17:04:35.579660177,DHL,DELIVERED
S000678,O001148,2023-06-08 22:07:22.813428640,2023-06-13 22:07:22.813428640,DHL,DELIVERED
S000679,O000403,2024-07-23 07:08:22.053601742,2024-07-27 07:08:22.053601742,UPS,DELIVERED
S000680,O000939,2024-01-31 10:28:49.835901737,2024-02-03 10:28:49.835901737,FEDEX,DELIVERED
S000681,O000811,2023-05-19 18:08:49.237525702,2023-05-27 18:08:49.237525702,UPS,IN_TRANSIT
S000682,O001059,2023-01-12 15:56:27.880430222,2023-01-18 15:56:27.880430222,UPS,DELIVERED
S000683,O001261,2023-09-19 01:04:29.282041550,2023-09-20 01:04:29.282041550,FEDEX,IN_TRANSIT
S000684,O001492,2023-09-18 22:52:02.094161987,2023-09-25 22:52:02.094161987,FEDEX,IN_TRANSIT
S000685,O000499,2024-06-20 15:23:37.159588575,,DHL,IN_TRANSIT
S000686,O000512,2024-11-02 04:31:18.834908724,2024-11-09 04:31:18.834908724,DHL,DELIVERED
S000687,O000317,2023-09-29 13:41:10.727250814,2023-10-02 13:41:10.727250814,FEDEX,CANCELLED
S000688,O000303,2024-05-17 08:05:04.455605507,2024-05-18 08:05:04.455605507,FEDEX,DELIVERED
S000689,O001126,2024-04-08 11:32:42.066470145,2024-04-13 11:32:42.066470145,UPS,IN_TRANSIT
S000690,O001336,2023-11-05 02:50:47.699855566,2023-11-11 02:50:47.699855566,FEDEX,DELIVERED
S000691,O000082,2023-02-18 02:23:39.156786203,2023-02-28 02:23:39.156786203,UPS,DELIVERED
S000692,O000658,2023-12-12 15:05:53.013654709,2023-12-17 15:05:53.013654709,UPS,CANCELLED
S000693,O000193,2023-09-16 12:30:26.980504990,2023-09-24 12:30:26.980504990,UPS,DELIVERED
S000694,O000224,2024-02-06 15:24:20.304374695,2024-02-11 15:24:20.304374695,FEDEX,DELIVERED
S000695,O000053,2023-04-02 12:57:24.533097744,2023-04-11 12:57:24.533097744,FEDEX,DELIVERED
S000696,O001015,2024-06-12 16:40:52.852635145,2024-06-17 16:40:52.852635145,UPS,DELIVERED
S000697,O000345,2024-07-29 01:23:15.364334583,2024-07-30 01:23:15.364334583,FEDEX,IN_TRANSIT
S000698,O001109,2023-10-11 13:50:52.655405283,2023-10-21 13:50:52.655405283,DHL,DELIVERED
S000699,O000987,2023-05-08 22:49:59.098549843,2023-05-12 22:49:59.098549843,DHL,IN_TRANSIT
S000700,O000641,2024-03-31 05:05:12.325727463,2024-04-03 05:05:12.325727463,UPS,DELIVERED
S000701,O000211,2024-11-28 17:49:32.418820381,2024-11-30 17:49:32.418820381,FEDEX,DELIVERED
S000702,O000864,2024-05-26 08:48:55.902270317,2024-06-04 08:48:55.902270317,DHL,DELIVERED
S000703,O000776,2023-04-01 03:24:31.460931540,2023-04-10 03:24:31.460931540,UPS,DELIVERED
S000704,O000915,2023-10-17 23:17:46.031638384,2023-10-22 23:17:46.031638384,DHL,CANCELLED
S000705,O000183,2024-10-30 05:15:43.936262846,2024-11-03 05:15:43.936262846,UPS,IN_TRANSIT
S000706,O001296,2024-04-08 03:05:03.340804815,2024-04-14 03:05:03.340804815,UPS,DELIVERED
S000707,O000506,2023-04-18 10:06:23.316717625,2023-04-20 10:06:23.316717625,UPS,DELIVERED
S000708,O001251,2024-06-12 22:51:19.229650974,2024-06-15 22:51:19.229650974,DHL,DELIVERED
S000709,O000012,2023-09-16 01:38:57.059810400,2023-09-25 01:38:57.059810400,UPS,DELIVERED
S000710,O000093,2023-12-24 08:38:33.182072878,2024-01-01 08:38:33.182072878,UPS,IN_TRANSIT
S000711,O000330,2023-10-30 23:36:56.680796385,2023-11-05 23:36:56.680796385,DHL,IN_TRANSIT
S000712,O000190,2024-06-13 18:12:16.192023993,2024-06-16 18:12:16.192023993,UPS,DELIVERED
S000713,O000866,2023-06-09 01:42:55.593867064,2023-06-13 01:42:55.593867064,DHL,IN_TRANSIT
S000714,O000954,2023-10-11 12:14:18.748777390,2023-10-19 12:14:18.748777390,UPS,DELIVERED
S000715,O001022,2024-06-27 12:26:27.554822683,2024-06-30 12:26:27.554822683,FEDEX,DELIVERED
S000716,O000293,2024-05-29 11:47:40.362964392,2024-06-08 11:47:40.362964392,FEDEX,IN_TRANSIT
S000717,O000261,2023-05-28 06:33:35.023334980,,DHL,DELIVERED
S000718,O000710,2023-09-13 23:37:55.977190256,2023-09-18 23:37:55.977190256,UPS,DELIVERED
S000719,O000323,2023-01-11 11:39:27.771807909,2023-01-18 11:39:27.771807909,DHL,DELIVERED
S000720,O000010,2024-01-23 00:37:21.171137810,,UPS,DELIVERED
S000721,O000965,2023-07-25 02:05:36.120011806,2023-08-01 02:05:36.120011806,DHL,DELIVERED
S000722,O000088,2023-01-09 15:53:27.097552061,2023-01-16 15:53:27.097552061,FEDEX,DELIVERED
S000723,O000340,2023-11-07 00:49:54.169470310,2023-11-09 00:49:54.169470310,DHL,DELIVERED
S000724,O001342,2024-11-07 14:45:26.454970598,2024-11-14 14:45:26.454970598,FEDEX,DELIVERED
S000725,O001247,2024-11-05 01:59:18.320641518,2024-11-13 01:59:18.320641518,FEDEX,DELIVERED
S000726,O000687,2023-09-29 15:14:31.185459614,,FEDEX,DELIVERED
S000727,O000209,2023-11-24 21:35:47.346313477,2023-11-26 21:35:47.346313477,DHL,DELIVERED
S000728,O001073,2023-06-27 03:46:45.264175415,2023-07-06 03:46:45.264175415,DHL,IN_TRANSIT
S000729,O000922,2023-02-19 20:45:08.156614065,2023-02-22 20:45:08.156614065,FEDEX,IN_TRANSIT
S000730,O000263,2024-05-21 13:35:43.736757517,2024-05-24 13:35:43.736757517,DHL,DELIVERED
S000731,O001230,2024-08-07 00:55:24.324326038,2024-08-14 00:55:24.324326038,UPS,IN_TRANSIT
S000732,O000670,2024-10-04 11:25:59.939878464,2024-10-06 11:25:59.939878464,FEDEX,DELIVERED
S000733,O001489,2024-11-13 18:14:00.026338816,2024-11-14 18:14:00.026338816,UPS,DELIVERED
S000734,O000020,2024-10-30 15:40:41.414313793,2024-11-05 15:40:41.414313793,FEDEX,DELIVERED
S000735,O000568,2023-01-20 23:45:27.325945377,2023-01-25 23:45:27.325945377,UPS,DELIVERED
S000736,O000970,2024-12-15 00:13:22.055013895,2024-12-23 00:13:22.055013895,FEDEX,DELIVERED
S000737,O001132,2023-10-05 00:52:31.507178307,2023-10-10 00:52:31.507178307,FEDEX,DELIVERED
S000738,O000140,2024-10-08 20:36:23.898215532,2024-10-14 20:36:23.898215532,FEDEX,DELIVERED
S000739,O001115,2023-11-18 18:07:07.350302935,2023-11-19 18:07:07.350302935,DHL,DELIVERED
S000740,O000271,2023-11-05 04:46:39.911368370,2023-11-10 04:46:39.911368370,UPS,DELIVERED
S000741,O001353,2023-01-09 04:03:34.403443575,2023-01-13 04:03:34.403443575,FEDEX,DELIVERED
S000742,O001234,2023-02-08 06:46:26.970399141,2023-02-11 06:46:26.970399141,DHL,DELIVERED
S000743,O001479,2024-05-05 00:48:33.190211535,2024-05-06 00:48:33.190211535,FEDEX,DELIVERED
S000744,O000284,2024-11-15 11:27:48.391604662,2024-11-21 11:27:48.391604662,UPS,DELIVERED
S000745,O000366,2023-06-13 19:29:33.620872974,2023-06-14 19:29:33.620872974,FEDEX,IN_TRANSIT
S000746,O000484,2023-03-10 13:27:41.021452665,2023-03-12 13:27:41.021452665,DHL,DELIVERED
S000747,O000003,2023-06-06 02:46:30.784421682,2023-06-07 02:46:30.784421682,FEDEX,DELIVERED
S000748,O001004,2023-06-04 23:50:37.362537146,2023-06-06 23:50:37.362537146,FEDEX,DELIVERED
S000749,O000784,2023-08-02 23:44:08.785064220,2023-08-12 23:44:08.785064220,FEDEX,IN_TRANSIT
S000750,O000164,2023-03-11 03:54:19.984976530,,FEDEX,DELIVERED
S000751,O000388,2023-06-21 22:25:40.777474165,2023-06-25 22:25:40.777474165,DHL,DELIVERED
S000752,O000995,2024-11-03 12:44:06.351042271,2024-11-12 12:44:06.351042271,FEDEX,DELIVERED
S000753,O001033,2024-10-11 20:38:27.744406700,2024-10-15 20:38:27.744406700,UPS,DELIVERED
S000754,O001016,2023-08-19 21:39:07.377949476,2023-08-27 21:39:07.377949476,UPS,DELIVERED
S000755,O001390,2024-12-28 17:34:24.173838615,2025-01-06 17:34:24.173838615,FEDEX,DELIVERED
S000756,O000012,2023-08-06 19:08:47.195076942,2023-08-12 19:08:47.195076942,DHL,DELIVERED
S000757,O000074,2024-06-10 22:27:30.348909616,2024-06-17 22:27:30.348909616,UPS,DELIVERED
S000758,O000238,2024-04-15 03:02:04.424584150,2024-04-16 03:02:04.424584150,FEDEX,DELIVERED
S000759,O001132,2023-02-17 02:59:19.061616182,2023-02-27 02:59:19.061616182,FEDEX,IN_TRANSIT
S000760,O000915,2023-09-07 21:02:26.671208382,2023-09-16 21:02:26.671208382,DHL,DELIVERED
S000761,O000234,2024-11-25 14:16:23.893488646,2024-11-30 14:16:23.893488646,FEDEX,CANCELLED
S000762,O001463,2023-02-07 03:11:19.215801716,2023-02-14 03:11:19.215801716,DHL,CANCELLED
S000763,O001116,2023-05-08 15:58:24.144244671,2023-05-17 15:58:24.144244671,UPS,IN_TRANSIT
S000764,O000872,2024-12-09 18:58:11.975718021,2024-12-19 18:58:11.975718021,FEDEX,CANCELLED
S000765,O001222,2023-01-30 01:10:08.949219704,2023-02-09 01:10:08.949219704,DHL,DELIVERED
S000766,O001140,2023-11-23 00:33:38.674151421,2023-11-28 00:33:38.674151421,FEDEX,IN_TRANSIT
S000767,O001389,2024-11-01 09:30:36.729496717,2024-11-11 09:30:36.729496717,FEDEX,DELIVERED
S000768,O000153,2024-11-19 21:15:08.550983429,2024-11-27 21:15:08.550983429,UPS,IN_TRANSIT
S000769,O001132,2024-12-15 21:42:07.273740053,,FEDEX,DELIVERED
S000770,O000528,2023-12-18 08:44:54.607159615,2023-12-19 08:44:54.607159615,DHL,DELIVERED
S000771,O000811,2023-03-05 03:07:45.792506218,2023-03-10 03:07:45.792506218,DHL,CANCELLED
S000772,O000056,2024-07-18 01:45:41.379423618,2024-07-19 01:45:41.379423618,DHL,DELIVERED
S000773,O001476,2024-06-01 13:23:25.552118063,2024-06-10 13:23:25.552118063,FEDEX,IN_TRANSIT
S000774,O001416,2024-02-28 02:49:36.034920931,2024-03-02 02:49:36.034920931,FEDEX,DELIVERED
S000775,O000615,2024-10-10 09:53:32.895356178,,UPS,DELIVERED
S000776,O001232,2024-10-27 10:42:28.652574301,,FEDEX,DELIVERED
S000777,O000934,2024-05-13 18:26:22.802649736,2024-05-17 18:26:22.802649736,DHL,DELIVERED
S000778,O000663,2023-03-23 19:59:27.870184898,2023-03-24 19:59:27.870184898,DHL,CANCELLED
S000779,O000300,2023-03-11 17:36:03.706007719,2023-03-15 17:36:03.706007719,UPS,CANCELLED
S000780,O000976,2023-10-26 07:11:35.727369308,2023-10-27 07:11:35.727369308,DHL,IN_TRANSIT
S000781,O000630,2023-08-02 16:06:52.151408434,2023-08-03 16:06:52.151408434,DHL,IN_TRANSIT
S000782,O001303,2023-04-08 01:51:55.408042192,2023-04-11 01:51:55.408042192,DHL,DELIVERED
S000783,O000144,2024-03-22 04:03:47.474246979,2024-03-28 04:03:47.474246979,UPS,DELIVERED
S000784,O001228,2024-05-13 23:26:31.795588255,2024-05-16 23:26:31.795588255,UPS,DELIVERED
S000785,O000229,2024-05-24 12:24:14.299386024,2024-06-03 12:24:14.299386024,DHL,DELIVERED
S000786,O001289,2023-05-08 22:51:27.265186548,2023-05-10 22:51:27.265186548,DHL,DELIVERED
S000787,O000466,2023-08-12 06:23:00.602335930,2023-08-20 06:23:00.602335930,FEDEX,DELIVERED
S000788,O000137,2023-05-26 07:24:24.733632565,2023-05-29 07:24:24.733632565,FEDEX,DELIVERED
S000789,O000240,2024-03-14 23:22:32.628857613,2024-03-24 23:22:32.628857613,DHL,DELIVERED
S000790,O000449,2024-02-18 23:16:00.289882898,2024-02-22 23:16:00.289882898,FEDEX,DELIVERED
S000791,O001339,2024-01-03 10:03:05.104449987,2024-01-07 10:03:05.104449987,DHL,DELIVERED
S000792,O000151,2023-08-05 02:54:39.260908604,2023-08-13 02:54:39.260908604,DHL,IN_TRANSIT
S000793,O001349,2023-06-23 01:10:02.198948622,2023-06-24 01:10:02.198948622,FEDEX,DELIVERED
S000794,O001427,2024-10-11 23:56:42.796054840,2024-10-15 23:56:42.796054840,UPS,DELIVERED
S000795,O000803,2023-02-05 15:55:16.750226021,,UPS,IN_TRANSIT
