order_item_id,order_id,product_id,quantity,unit_price
OI0001373,O000219,P00732,2,1433.29
OI0001374,O001024,P00180,4,840.97
OI0001375,O000513,P00358,2,1122.87
OI0001376,O001423,P00740,1,416.55
OI0001377,O001135,P00996,1,1020.97
OI0001378,O000464,P00252,3,1060.7
OI0001379,O001117,P00299,1,1273.38
OI0001380,O000451,P00873,2,806.92
OI0001381,O001420,P00430,2,975.26
OI0001382,O000924,P00004,4,308.56
OI0001383,O000933,P00653,1,1106.45
OI0001384,O000479,P00678,2,1258.43
OI0001385,O000316,P00254,0,892.64
OI0001386,O000671,P00941,1,177.93
OI0001387,O000698,P00665,1,472.72
OI0001388,O000993,P00579,3,715.89
OI0001389,O001377,P00567,3,1017.36
OI0001390,O000768,P00096,1,483.89
OI0001391,O001263,P00167,1,1261.24
OI0001392,O001128,P00833,2,560.83
OI0001393,O000907,P00331,2,69.04
OI0001394,O000878,P00898,2,1192.02
OI0001395,O001053,P00965,4,968.11
OI0001396,O000089,P00888,3,1203.92
OI0001397,O000375,P00854,1,526.59
OI0001398,O001421,P00062,1,31.36
OI0001399,O000364,P00174,2,115.26
OI0001400,O000147,P00253,3,172.14
OI0001401,O000314,P00461,1,1208.7
OI0001402,O000548,P00624,2,455.64
OI0001403,O000796,P00215,0,1496.86
OI0001404,O001476,P00239,4,1138.79
OI0001405,O000899,P00415,3,903.73
OI0001406,O000101,P00739,1,1475.51
OI0001407,O000107,P00742,1,477.88
OI0001408,O000857,P00745,1,252.6
OI0001409,O000937,P00675,3,1107.22
OI0001410,O000291,P00126,3,420.73
OI0001411,O001373,P00941,2,1441.75
OI0001412,O000617,P00253,1,1482.16
OI0001413,O000588,P00845,1,1389.97
OI0001414,O001251,P00950,1,1417.42
OI0001415,O000596,P00711,1,925.4
OI0001416,O000977,P00197,1,1039.72
OI0001417,O001074,P00634,1,145.9
OI0001418,O000868,P00413,1,1145.76
OI0001419,O000970,P00456,2,307.08
OI0001420,O000722,P00776,3,1261.29
OI0001421,O000158,P00054,1,1442.49
OI0001422,O000328,P00647,2,322.5
OI0001423,O001101,P00339,1,121.66
OI0001424,O000735,P00359,1,728.42
OI0001425,O000633,P00151,4,1188.37
OI0001426,O001478,P00100,0,1157.11
OI0001427,O001334,P00234,1,1046.74
OI0001428,O000327,P00544,1,1231.94
OI0001429,O000508,P00062,1,266.61
OI0001430,O000870,P00941,2,979.65
OI0001431,O001131,P00196,1,910.49
OI0001432,O000241,P00542,1,234.38
OI0001433,O000435,P00755,3,624.57
OI0001434,O001052,P00106,1,1279.53
OI0001435,O000704,P00295,1,1457.84
OI0001436,O001273,P00645,4,999.82
OI0001437,O001388,P00451,1,1383.3
OI0001438,O001496,P00534,3,202.41
OI0001439,O000589,P00156,4,1462.72
OI0001440,O000413,P00406,1,55.09
OI0001441,O000569,P00896,1,793.25
OI0001442,O001189,P00726,1,440.06
OI0001443,O000989,P00738,3,1221.79
OI0001444,O001072,P00797,1,330.23
OI0001445,O000484,P00683,3,22.24
OI0001446,O001182,P00554,4,624.84
OI0001447,O000668,P00572,3,100.84
OI0001448,O000151,P00375,4,438.69
OI0001449,O000225,P00589,2,967.4
OI0001450,O001284,P00455,4,445.58
OI0001451,O001411,P00202,1,372.46
OI0001452,O000256,P00732,2,237.47
OI0001453,O000061,P00452,2,207.08
OI0001454,O000396,P00187,1,791.16
OI0001455,O001421,P00608,1,1023.85
OI0001456,O001186,P00854,2,681.84
OI0001457,O000380,P00724,1,189.79
OI0001458,O001467,P00368,1,973.4
OI0001459,O000349,P00340,1,837.9
OI0001460,O000031,P00262,4,575.01
OI0001461,O000071,P00841,1,498.42
OI0001462,O000397,P00924,3,278.81
OI0001463,O001462,P00589,1,223.72
OI0001464,O000002,P00543,1,511.46
OI0001465,O000929,P00551,1,67.24
OI0001466,O000562,P00306,2,657.76
OI0001467,O001159,P00846,3,904.35
OI0001468,O000146,P00726,3,1412.77
OI0001469,O000179,P00638,3,940.61
OI0001470,O000264,P00165,1,937.99
OI0001471,O001335,P00758,2,564.75
OI0001472,O000204,P00621,1,204.31
OI0001473,O000699,P00088,1,673.17
OI0001474,O001054,P00200,3,900.02
OI0001475,O000059,P00271,3,1087.43
OI0001476,O001033,P00051,1,1240.0
OI0001477,O000988,P00489,4,387.61
OI0001478,O001348,P00198,3,365.62
OI0001479,O000167,P00023,1,850.12
OI0001480,O001361,P00665,1,851.19
OI0001481,O000907,P00223,4,330.83
OI0001482,O001403,P00942,2,883.28
OI0001483,O000898,P00221,1,522.09
OI0001484,O000791,P00663,2,960.78
OI0001485,O000242,P00266,2,440.11
OI0001486,O000908,P00073,1,890.48
OI0001487,O001184,P00881,2,1153.62
OI0001488,O000777,P00077,1,1470.34
OI0001489,O001259,P00544,2,1367.05
OI0001490,O001477,P00881,4,757.79
OI0001491,O000199,P00435,4,735.08
OI0001492,O001057,P00937,2,659.36
OI0001493,O000408,P00065,4,46.49
OI0001494,O001113,P00961,3,253.1
OI0001495,O000221,P00357,1,93.49
OI0001496,O001093,P00936,4,1046.05
OI0001497,O001318,P00018,1,622.79
OI0001498,O001261,P00676,1,100.34
OI0001499,O001184,P00799,2,1037.41
OI0001500,O000840,P00566,1,968.43
OI0001501,O000788,P00575,1,1081.34
OI0001502,O001314,P00769,3,901.75
OI0001503,O000554,P00751,1,246.5
OI0001504,O000578,P00436,4,96.78
OI0001505,O000533,P00996,1,1226.63
OI0001506,O000335,P00441,4,327.63
OI0001507,O001021,P00009,1,816.08
OI0001508,O000246,P00470,2,730.4
OI0001509,O001347,P00632,1,1381.97
OI0001510,O000611,P00348,2,830.9
OI0001511,O000329,P00602,1,872.13
OI0001512,O000547,P00372,1,482.66
OI0001513,O000339,P00970,1,1438.25
OI0001514,O001195,P00824,2,920.5
OI0001515,O001134,P00175,4,12.45
OI0001516,O000994,P00515,0,836.34
OI0001517,O000807,P00130,2,548.98
OI0001518,O001034,P00566,3,53.01
OI0001519,O001226,P00293,1,650.17
OI0001520,O001281,P00696,1,1161.48
OI0001521,O001286,P00927,1,758.17
OI0001522,O000693,P00353,1,960.99
OI0001523,O000430,P00224,1,961.41
OI0001524,O001090,P00524,1,1008.17
OI0001525,O000806,P00954,1,584.46
OI0001526,O000612,P00707,3,558.16
OI0001527,O000035,P00759,3,11.85
OI0001528,O000557,P00509,3,235.56
OI0001529,O000491,P00368,2,1426.46
OI0001530,O000254,P00666,1,1264.41
OI0001531,O000017,P00590,1,416.29
OI0001532,O000261,P00652,1,604.78
OI0001533,O001280,P00500,2,1410.18
OI0001534,O000728,P00090,4,379.41
OI0001535,O001448,P00656,1,801.14
OI0001536,O000501,P00949,1,38.01
OI0001537,O001016,P00072,2,931.5
OI0001538,O000286,P00433,3,1395.46
OI0001539,O000007,P00689,1,1327.69
OI0001540,O001223,P00348,1,755.44
OI0001541,O000659,P00263,3,976.21
OI0001542,O000937,P00271,1,856.85
OI0001543,O001442,P00509,2,105.13
OI0001544,O000052,P00508,3,242.29
OI0001545,O000243,P00617,4,1445.91
OI0001546,O001243,P00420,0,387.67
OI0001547,O000518,P00072,1,579.75
OI0001548,O000970,P00074,1,765.87
OI0001549,O000109,P00655,2,1468.8
OI0001550,O001375,P00503,2,1036.54
OI0001551,O000921,P00574,4,946.25
OI0001552,O000066,P00146,1,788.98
OI0001553,O001034,P00046,2,1052.51
OI0001554,O000202,P00741,1,997.7
OI0001555,O000901,P00105,1,1354.75
OI0001556,O000214,P00109,1,815.04
OI0001557,O000068,P00317,1,635.15
OI0001558,O000759,P00121,3,1211.71
OI0001559,O000866,P00499,1,1200.68
OI0001560,O000327,P00043,1,258.91
OI0001561,O001074,P00940,1,359.0
OI0001562,O001041,P00099,1,1438.16
OI0001563,O000523,P00706,1,668.94
OI0001564,O001330,P00311,3,781.89
OI0001565,O001416,P00214,4,468.69
OI0001566,O000988,P00463,1,724.2
OI0001567,O001148,P00741,3,1116.32
OI0001568,O001004,P00423,1,726.11
OI0001569,O000504,P00996,1,475.6
OI0001570,O001249,P00389,2,148.52
OI0001571,O000756,P00697,1,1392.75
OI0001572,O001342,P00112,0,1308.13
OI0001573,O000473,P00911,1,1188.09
OI0001574,O000858,P00859,1,1042.64
OI0001575,O000541,P00272,0,775.69
OI0001576,O001382,P00825,1,1346.61
OI0001577,O000869,P00996,1,1188.59
OI0001578,O000878,P00102,2,1224.94
OI0001579,O000940,P00210,1,467.78
OI0001580,O000877,P00739,1,638.07
OI0001581,O001453,P00793,1,1061.67
OI0001582,O000797,P00022,3,559.74
OI0001583,O000472,P00760,1,743.49
OI0001584,O000838,P00159,3,971.54
OI0001585,O001324,P00891,1,659.45
OI0001586,O000084,P00741,4,1190.59
OI0001587,O000377,P00930,1,178.84
OI0001588,O001337,P00343,1,1078.49
OI0001589,O001344,P00400,1,222.09
OI0001590,O000204,P00454,2,1407.07
OI0001591,O001379,P00699,2,474.49
OI0001592,O001009,P00143,1,1194.17
OI0001593,O001318,P00850,0,784.52
OI0001594,O000504,P00870,2,141.18
OI0001595,O001169,P00397,4,875.97
OI0001596,O000539,P00536,4,1368.71
OI0001597,O000017,P00141,2,240.07
OI0001598,O000575,P00961,0,485.35
OI0001599,O000576,P00240,1,661.54
OI0001600,O001015,P00292,3,416.2
OI0001601,O001063,P00817,3,1415.95
OI0001602,O000130,P00082,4,569.36
OI0001603,O000115,P00560,2,988.8
OI0001604,O001474,P00865,3,339.76
OI0001605,O000950,P00870,3,333.46
OI0001606,O001069,P00171,2,267.89
OI0001607,O000216,P00774,3,655.04
OI0001608,O000848,P00977,1,801.62
OI0001609,O001439,P00580,2,21.07
OI0001610,O000689,P00526,4,1250.22
OI0001611,O001003,P00542,1,771.57
OI0001612,O000265,P00110,2,240.03
OI0001613,O001464,P00212,1,105.6
OI0001614,O000617,P00776,3,99.48
OI0001615,O001405,P00438,2,390.18
OI0001616,O000301,P00322,4,751.44
OI0001617,O000985,P00997,2,1291.06
OI0001618,O001195,P00900,1,1354.93
OI0001619,O000406,P00714,0,1249.33
OI0001620,O001379,P00084,3,496.2
OI0001621,O000161,P00956,1,463.3
OI0001622,O000026,P00376,2,1481.25
OI0001623,O000083,P00053,1,1023.51
OI0001624,O000173,P00867,3,460.9
OI0001625,O000999,P00496,1,496.97
OI0001626,O000794,P00256,4,654.79
OI0001627,O001094,P00586,2,934.6
OI0001628,O000835,P00220,1,1347.48
OI0001629,O000006,P00655,2,301.47
OI0001630,O000796,P00100,4,131.18
OI0001631,O001219,P00129,3,611.6
OI0001632,O000525,P00918,1,371.96
OI0001633,O000063,P00219,4,866.17
OI0001634,O001037,P00477,1,1050.33
OI0001635,O000761,P00783,1,469.55
OI0001636,O000205,P00458,2,1029.75
OI0001637,O000897,P00980,1,518.01
OI0001638,O000040,P00022,1,954.28
OI0001639,O001189,P00690,2,951.43
OI0001640,O001055,P00560,2,420.85
OI0001641,O000877,P00629,1,955.41
OI0001642,O000825,P00329,2,574.53
OI0001643,O000909,P00888,2,508.0
OI0001644,O000398,P00691,2,437.49
OI0001645,O001483,P00480,3,521.74
OI0001646,O001247,P00785,1,1181.18
OI0001647,O000634,P00874,3,371.54
OI0001648,O001102,P00339,3,1024.57
OI0001649,O000839,P00872,2,1351.43
OI0001650,O000600,P00859,1,528.89
OI0001651,O000625,P00179,1,49.12
OI0001652,O000938,P00421,1,41.79
OI0001653,O000884,P00482,2,213.56
OI0001654,O001452,P00049,1,169.52
OI0001655,O000425,P00827,1,1123.39
OI0001656,O000387,P00906,2,445.8
OI0001657,O001263,P00767,3,980.5
OI0001658,O001004,P00030,1,68.47
OI0001659,O000858,P00085,4,447.13
OI0001660,O000623,P00789,1,355.05
OI0001661,O000090,P00502,1,418.94
OI0001662,O000385,P00546,2,290.12
OI0001663,O001163,P00329,1,928.78
OI0001664,O000997,P00610,4,995.7
OI0001665,O000647,P00434,1,226.96
OI0001666,O001268,P00588,1,1113.01
OI0001667,O000422,P00687,2,378.82
OI0001668,O001206,P00853,2,427.97
OI0001669,O001219,P00249,4,1244.07
OI0001670,O000874,P00852,1,1352.24
OI0001671,O000053,P00134,1,1238.01
OI0001672,O000986,P00690,1,225.91
OI0001673,O001014,P00365,2,1498.91
OI0001674,O000685,P00740,2,1009.87
OI0001675,O000179,P00575,4,768.45
OI0001676,O000293,P00780,2,1432.49
OI0001677,O000375,P00425,4,1226.98
OI0001678,O001083,P00415,4,1039.16
OI0001679,O001078,P00770,1,1258.4
OI0001680,O001269,P00656,1,581.27
OI0001681,O001173,P00512,1,1028.24
OI0001682,O000796,P00385,1,289.92
OI0001683,O001392,P00388,1,1482.06
OI0001684,O000016,P00815,1,885.53
OI0001685,O000176,P00449,1,1222.28
OI0001686,O001430,P00564,1,613.97
OI0001687,O001491,P00303,0,1139.09
OI0001688,O000129,P00099,1,584.14
OI0001689,O001247,P00973,1,887.06
OI0001690,O000884,P00306,1,1168.31
OI0001691,O001268,P00557,1,179.13
OI0001692,O000426,P00042,3,538.39
OI0001693,O000354,P00991,1,819.68
OI0001694,O000750,P00468,3,504.33
OI0001695,O000744,P00440,2,467.21
OI0001696,O001350,P00327,1,426.09
OI0001697,O001027,P00569,1,345.55
OI0001698,O000479,P01000,1,1274.11
OI0001699,O000976,P00033,1,1385.92
OI0001700,O001105,P00412,3,1051.75
OI0001701,O000044,P00626,4,49.85
OI0001702,O000155,P00812,4,1180.42
OI0001703,O000947,P00114,2,800.25
OI0001704,O000928,P00508,1,1138.37
OI0001705,O000099,P00056,1,658.82
OI0001706,O001421,P00556,2,66.72
OI0001707,O000171,P00724,3,1024.21
OI0001708,O000148,P00352,1,668.97
OI0001709,O000123,P00329,4,1311.7
OI0001710,O000112,P00546,1,1108.52
OI0001711,O001023,P00270,1,542.54
OI0001712,O001012,P00196,4,1087.5
OI0001713,O001154,P00413,4,745.34
OI0001714,O000068,P00637,2,303.17
OI0001715,O000828,P00079,1,632.73
OI0001716,O000892,P00767,1,337.73
OI0001717,O001310,P00657,1,12.44
OI0001718,O001029,P00083,2,373.96
OI0001719,O001142,P00742,1,318.23
OI0001720,O000230,P00137,2,11.48
OI0001721,O000160,P00539,1,1176.97
OI0001722,O001318,P00689,1,120.09
OI0001723,O000186,P00719,2,676.34
OI0001724,O001014,P00933,4,629.74
OI0001725,O000877,P00924,0,276.21
OI0001726,O000552,P00306,3,1450.47
OI0001727,O001248,P00311,1,907.58
OI0001728,O001176,P00388,2,1221.2
OI0001729,O001164,P00725,4,746.73
OI0001730,O001391,P00866,1,1085.6
OI0001731,O001152,P00915,1,1454.82
OI0001732,O001375,P00549,1,525.87
OI0001733,O000147,P00506,1,758.87
OI0001734,O001309,P00388,2,774.23
OI0001735,O001493,P00293,1,1488.03
OI0001736,O001242,P00179,1,353.48
OI0001737,O000436,P00672,2,1014.58
OI0001738,O000732,P00429,2,211.65
OI0001739,O001169,P00880,1,1390.97
OI0001740,O001301,P00524,2,887.62
OI0001741,O000060,P00681,2,1289.82
OI0001742,O000843,P00312,1,1343.39
OI0001743,O001399,P00080,2,837.88
OI0001744,O000404,P00014,3,1024.6
OI0001745,O000881,P00054,1,1049.59
OI0001746,O001138,P00447,3,693.42
OI0001747,O000615,P00766,3,655.08
OI0001748,O000336,P00065,3,283.35
OI0001749,O000831,P00372,2,578.95
OI0001750,O000285,P00503,2,1486.18
OI0001751,O000129,P00570,3,408.44
OI0001752,O000315,P00096,2,1144.85
OI0001753,O000960,P00533,1,93.72
OI0001754,O000071,P00260,1,703.87
OI0001755,O000345,P00585,1,92.32
OI0001756,O001122,P00248,1,716.32
OI0001757,O001324,P00127,1,46.19
OI0001758,O000176,P00499,1,921.88
OI0001759,O000884,P00046,4,881.83
OI0001760,O001099,P00982,4,1197.78
OI0001761,O000143,P00268,3,877.01
OI0001762,O000931,P00640,4,1389.37
OI0001763,O001047,P00542,4,1175.74
OI0001764,O000181,P00094,3,203.32
OI0001765,O001069,P00736,1,401.88
OI0001766,O001493,P00316,1,44.21
OI0001767,O000092,P00612,1,582.27
OI0001768,O001293,P00071,1,766.76
OI0001769,O000034,P00593,3,1419.19
OI0001770,O000678,P00449,1,785.79
OI0001771,O001388,P00910,1,1172.64
OI0001772,O001157,P00367,1,405.7
OI0001773,O000759,P00812,1,233.97
OI0001774,O000382,P00620,2,1217.2
OI0001775,O000966,P00614,2,374.9
OI0001776,O001301,P00410,1,1307.65
OI0001777,O001180,P00091,2,258.93
OI0001778,O000387,P00509,2,1278.12
OI0001779,O000535,P00877,3,1160.41
OI0001780,O000200,P00528,1,918.77
OI0001781,O000275,P00110,1,1276.08
OI0001782,O000501,P00775,0,499.41
OI0001783,O000459,P00672,3,253.22
OI0001784,O000050,P00765,1,239.78
OI0001785,O000970,P00089,1,409.19
OI0001786,O000988,P00607,1,672.11
OI0001787,O000532,P00272,3,1314.65
OI0001788,O001004,P00247,2,138.86
OI0001789,O000628,P00361,1,1373.29
OI0001790,O001116,P00378,2,1388.61
OI0001791,O001480,P00206,1,1092.22
OI0001792,O000339,P00345,1,1350.92
OI0001793,O001077,P00830,1,1156.13
OI0001794,O000004,P00798,1,794.81
OI0001795,O000281,P00760,3,903.12
OI0001796,O001314,P00455,2,944.2
OI0001797,O000073,P00908,2,194.71
OI0001798,O001161,P00067,1,293.62
OI0001799,O000768,P00987,1,787.44
OI0001800,O000971,P00558,1,177.27
OI0001801,O000998,P00979,2,1447.64
OI0001802,O001417,P00043,1,763.16
OI0001803,O000208,P00229,1,573.23
OI0001804,O000260,P00951,2,240.52
OI0001805,O000930,P00813,4,627.72
OI0001806,O000263,P00444,1,457.13
OI0001807,O000783,P00234,1,136.45
OI0001808,O000505,P00199,1,1450.67
OI0001809,O000203,P00497,2,401.14
OI0001810,O001371,P00848,1,1037.25
OI0001811,O000052,P00032,2,141.53
OI0001812,O001380,P00264,2,1370.19
OI0001813,O000363,P00113,1,888.17
OI0001814,O000045,P00973,1,987.02
OI0001815,O000827,P00830,1,1173.77
OI0001816,O001402,P00459,1,910.84
OI0001817,O000789,P00276,1,111.01
OI0001818,O001436,P00146,1,647.23
OI0001819,O000771,P00357,2,396.73
OI0001820,O000142,P00006,1,732.64
OI0001821,O001282,P00340,2,609.47
OI0001822,O000797,P00992,1,1240.67
OI0001823,O000037,P00494,2,374.34
OI0001824,O000045,P00108,3,305.95
OI0001825,O000920,P00925,3,1437.34
OI0001826,O001070,P00772,1,1424.53
OI0001827,O000565,P00071,2,1490.23
OI0001828,O000301,P00939,3,854.73
OI0001829,O000288,P00340,1,174.15
OI0001830,O000786,P00674,2,1320.85
OI0001831,O000269,P00100,3,221.95
OI0001832,O000791,P00327,1,237.61
OI0001833,O001086,P00033,1,294.13
OI0001834,O000581,P00143,2,981.86
OI0001835,O001266,P00244,1,165.26
OI0001836,O000936,P00736,1,1168.53
OI0001837,O000354,P00726,1,92.09
OI0001838,O000968,P00632,0,170.12
OI0001839,O000071,P00680,1,654.56
OI0001840,O000835,P00861,1,571.86
OI0001841,O000413,P00217,1,1484.61
OI0001842,O000612,P00901,2,1450.46
OI0001843,O001085,P00974,1,288.57
OI0001844,O000615,P00434,0,1420.26
OI0001845,O001476,P00867,1,1039.93
OI0001846,O001417,P00834,0,616.22
OI0001847,O000529,P00729,1,1110.75
OI0001848,O001329,P00054,1,1350.71
OI0001849,O000191,P00720,2,274.31
OI0001850,O000078,P00942,1,298.0
OI0001851,O000889,P00592,1,616.04
OI0001852,O001325,P00907,2,257.97
OI0001853,O000949,P00892,1,543.79
OI0001854,O000017,P00945,2,970.31
OI0001855,O000815,P00995,3,1220.16
OI0001856,O000434,P00151,1,456.39
OI0001857,O001067,P00055,4,426.19
OI0001858,O001092,P00517,4,1170.72
OI0001859,O001404,P00448,1,574.63
OI0001860,O000212,P00035,3,1228.62
OI0001861,O000203,P00861,3,1490.1
OI0001862,O000726,P00119,4,1469.6
OI0001863,O000109,P00197,2,995.72
OI0001864,O000968,P00566,2,565.94
OI0001865,O000284,P00771,0,102.91
OI0001866,O000941,P00774,1,1108.37
OI0001867,O001249,P00855,1,1467.06
OI0001868,O000737,P00878,1,106.64
OI0001869,O001142,P00824,4,14.22
OI0001870,O000932,P00514,1,1248.51
OI0001871,O000603,P00594,2,157.88
OI0001872,O001364,P00862,1,127.03
OI0001873,O001305,P00422,0,1365.95
OI0001874,O000491,P00952,1,123.94
OI0001875,O000019,P00517,1,175.46
OI0001876,O001199,P00686,4,856.51
OI0001877,O001493,P00139,1,1136.44
OI0001878,O000801,P00705,1,602.36
OI0001879,O000760,P00650,0,633.78
OI0001880,O001166,P00809,1,950.78
OI0001881,O001487,P00628,0,760.61
OI0001882,O000929,P00044,1,32.85
OI0001883,O000298,P00858,1,174.81
OI0001884,O001494,P00801,1,874.49
OI0001885,O000705,P00219,1,1191.53
OI0001886,O000815,P00568,3,1145.84
OI0001887,O000803,P00754,1,1111.38
OI0001888,O000373,P00908,1,1158.05
OI0001889,O001492,P00258,2,71.44
OI0001890,O000928,P00513,2,1343.18
OI0001891,O000951,P00961,3,1334.48
OI0001892,O001462,P00377,3,800.23
OI0001893,O000844,P00893,1,376.65
OI0001894,O000947,P00289,1,890.31
OI0001895,O000443,P00470,1,839.04
OI0001896,O001480,P00972,3,338.32
OI0001897,O001272,P00103,1,906.68
OI0001898,O000142,P00804,2,1196.95
OI0001899,O000402,P00149,2,1210.13
OI0001900,O000823,P00084,1,94.25
OI0001901,O000222,P00932,1,299.76
OI0001902,O000737,P00026,1,1003.99
OI0001903,O001208,P00175,1,1290.45
OI0001904,O001388,P00735,1,784.22
OI0001905,O000994,P00641,0,1062.75
OI0001906,O001212,P00422,2,36.5
OI0001907,O000113,P00654,3,914.59
OI0001908,O001205,P00346,2,1443.05
OI0001909,O001223,P00302,2,993.22
OI0001910,O001094,P00298,1,1383.8
OI0001911,O000598,P00135,1,851.18
OI0001912,O000904,P00055,0,1265.85
OI0001913,O000485,P00056,1,190.62
OI0001914,O001423,P00374,3,189.65
OI0001915,O000551,P00588,4,184.67
OI0001916,O001034,P00831,1,735.83
OI0001917,O000003,P00920,1,498.74
OI0001918,O000662,P00339,1,1080.18
OI0001919,O000067,P00457,1,1354.42
OI0001920,O000705,P00355,2,930.97
OI0001921,O001121,P00132,2,323.75
OI0001922,O001342,P00493,3,1396.66
OI0001923,O000098,P00554,2,794.15
OI0001924,O001081,P00864,1,1081.32
OI0001925,O001131,P00110,4,1336.31
OI0001926,O000088,P00582,2,1484.8
OI0001927,O000972,P00796,1,761.57
OI0001928,O000653,P00126,1,1213.05
OI0001929,O000656,P00860,3,852.47
OI0001930,O000912,P00296,1,732.25
OI0001931,O000371,P00179,1,808.88
OI0001932,O000375,P00925,1,728.99
OI0001933,O000052,P00810,3,634.44
OI0001934,O000041,P00886,1,1086.96
OI0001935,O000816,P00197,2,378.27
OI0001936,O000091,P00773,3,926.49
OI0001937,O000039,P00101,4,1070.88
OI0001938,O001037,P00937,3,1338.68
OI0001939,O000900,P00573,1,501.16
OI0001940,O000621,P00183,1,1291.6
OI0001941,O000104,P00924,1,1418.21
OI0001942,O000743,P00809,1,974.78
OI0001943,O000043,P00879,4,1158.29
OI0001944,O000209,P00009,3,611.53
OI0001945,O000600,P00413,1,1428.44
OI0001946,O000605,P00718,1,1007.94
OI0001947,O000476,P00934,0,468.68
OI0001948,O000109,P00830,1,609.37
OI0001949,O000214,P00566,0,928.54
OI0001950,O000409,P00692,2,355.03
OI0001951,O000771,P00104,2,1132.1
OI0001952,O000633,P00126,3,340.91
OI0001953,O000077,P00546,1,889.72
OI0001954,O000095,P00677,1,1047.02
OI0001955,O000269,P00945,3,1290.32
OI0001956,O000361,P00810,1,1102.18
OI0001957,O000530,P00270,1,1199.24
OI0001958,O000683,P00466,1,1369.83
OI0001959,O000162,P00801,3,898.67
OI0001960,O000465,P00118,2,1270.19
OI0001961,O000823,P00866,3,351.65
OI0001962,O000548,P00092,1,1223.03
OI0001963,O001211,P00612,3,336.42
OI0001964,O000052,P00485,2,1402.27
OI0001965,O000488,P00087,1,498.31
OI0001966,O001420,P00234,4,261.9
OI0001967,O000092,P00913,2,226.51
OI0001968,O000651,P00124,4,284.97
OI0001969,O000357,P00203,3,674.07
OI0001970,O000719,P00032,1,785.61
OI0001971,O001168,P00357,1,1371.11
OI0001972,O000199,P00463,1,574.62
OI0001973,O000815,P00964,2,330.14
OI0001974,O001347,P00551,2,1117.01
OI0001975,O001356,P00094,3,206.31
OI0001976,O001288,P00522,0,1338.96
OI0001977,O000217,P00727,2,617.05
OI0001978,O000556,P00408,1,922.69
OI0001979,O001458,P00100,1,283.35
OI0001980,O000803,P00244,3,222.57
OI0001981,O001484,P00058,1,1199.26
OI0001982,O000701,P00965,1,647.4
OI0001983,O000503,P00357,1,1480.18
OI0001984,O000469,P00491,1,788.83
OI0001985,O000366,P00320,1,1269.25
OI0001986,O001263,P00019,2,1470.05
OI0001987,O000624,P00357,2,425.32
OI0001988,O000920,P00117,1,1202.32
OI0001989,O000561,P00136,1,37.9
OI0001990,O000823,P00839,1,1021.23
OI0001991,O000967,P00296,2,1119.08
OI0001992,O000663,P00525,1,718.66
OI0001993,O000751,P00101,1,247.35
OI0001994,O001420,P00380,1,927.0
OI0001995,O001419,P00155,1,1346.81
OI0001996,O001099,P00594,2,1397.32
OI0001997,O001122,P00600,0,1120.42
OI0001998,O000383,P00105,1,399.25
OI0001999,O001394,P00642,1,1306.14
OI0002000,O001309,P00784,4,1333.79
OI0002001,O001280,P00526,2,554.03
OI0002002,O000309,P00128,1,278.56
OI0002003,O000176,P00401,1,1312.62
OI0002004,O000228,P00572,3,1328.22
OI0002005,O000347,P00966,1,155.85
OI0002006,O001366,P00739,4,1450.64
OI0002007,O001263,P00529,1,801.96
OI0002008,O001021,P00557,1,1490.63
OI0002009,O000350,P00550,2,670.29
OI0002010,O000455,P00124,2,802.26
OI0002011,O000441,P00360,4,402.79
OI0002012,O000761,P00064,3,1348.93
OI0002013,O000515,P00889,1,668.35
OI0002014,O001105,P00765,2,1222.85
OI0002015,O001385,P00774,3,124.2
OI0002016,O000288,P00956,1,1183.43
OI0002017,O000008,P00624,1,737.91
OI0002018,O000087,P00102,1,13.08
OI0002019,O000998,P00561,1,343.26
OI0002020,O000286,P00277,3,294.63
OI0002021,O001423,P00227,1,1128.89
OI0002022,O000074,P00023,1,718.42
OI0002023,O001463,P00844,3,243.78
OI0002024,O001147,P00697,0,388.92
OI0002025,O001401,P00064,2,758.59
OI0002026,O000806,P00157,3,34.36
OI0002027,O001167,P00795,1,639.07
OI0002028,O000158,P00390,1,1018.7
OI0002029,O000430,P00149,1,779.04
OI0002030,O001472,P00839,2,899.16
OI0002031,O001434,P00363,1,493.29
OI0002032,O001395,P00681,0,278.7
OI0002033,O001133,P00464,1,1215.56
OI0002034,O000846,P00645,2,1358.92
OI0002035,O000036,P00399,1,768.56
OI0002036,O001114,P00405,3,461.04
OI0002037,O001021,P00826,2,769.25
OI0002038,O000974,P00132,2,1319.08
OI0002039,O001439,P00197,4,1038.65
OI0002040,O001018,P00647,0,1288.63
OI0002041,O001320,P00035,1,495.93
OI0002042,O000713,P00420,2,1069.41
OI0002043,O001070,P00377,1,981.31
OI0002044,O000488,P00399,2,859.57
OI0002045,O000619,P00220,4,794.7
OI0002046,O000170,P00898,3,828.71
OI0002047,O000146,P00888,2,1275.26
OI0002048,O000868,P00697,3,1374.41
OI0002049,O000420,P00517,1,173.73
OI0002050,O000573,P00583,1,855.31
OI0002051,O001027,P00342,1,1378.02
OI0002052,O001287,P00753,1,206.44
OI0002053,O000799,P00863,0,622.22
OI0002054,O000321,P00416,3,138.17
OI0002055,O000246,P00456,3,174.65
OI0002056,O000477,P00297,2,1356.65
OI0002057,O001283,P00938,1,672.04
OI0002058,O001117,P00331,1,1034.67
